,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2015-10-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/24/15 00:00,10/24/15 23:00
wrfout_d02_2015-10-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/25/15 00:00,10/25/15 23:00
wrfout_d02_2015-10-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/26/15 00:00,10/26/15 23:00
wrfout_d02_2015-10-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/27/15 00:00,10/27/15 23:00
wrfout_d02_2015-10-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/28/15 00:00,10/28/15 23:00
wrfout_d02_2015-10-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/29/15 00:00,10/29/15 23:00
wrfout_d02_2015-10-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/30/15 00:00,10/30/15 23:00
wrfout_d02_2015-10-31_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,10/31/15 00:00,10/31/15 23:00
wrfout_d02_2015-11-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/1/15 00:00,11/1/15 23:00
wrfout_d02_2015-11-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/2/15 00:00,11/2/15 23:00
wrfout_d02_2015-11-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/3/15 00:00,11/3/15 23:00
wrfout_d02_2015-11-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/4/15 00:00,11/4/15 23:00
wrfout_d02_2015-11-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/5/15 00:00,11/5/15 23:00
wrfout_d02_2015-11-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/6/15 00:00,11/6/15 23:00
wrfout_d02_2015-11-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/7/15 00:00,11/7/15 23:00
wrfout_d02_2015-11-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/8/15 00:00,11/8/15 23:00
wrfout_d02_2015-11-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/9/15 00:00,11/9/15 23:00
wrfout_d02_2015-11-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/10/15 00:00,11/10/15 23:00
wrfout_d02_2015-11-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/11/15 00:00,11/11/15 23:00
wrfout_d02_2015-11-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/12/15 00:00,11/12/15 23:00
wrfout_d02_2015-11-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/13/15 00:00,11/13/15 23:00
wrfout_d02_2015-11-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/14/15 00:00,11/14/15 23:00
wrfout_d02_2015-11-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/15/15 00:00,11/15/15 23:00
wrfout_d02_2015-11-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/16/15 00:00,11/16/15 23:00
wrfout_d02_2015-11-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/17/15 00:00,11/17/15 23:00
wrfout_d02_2015-11-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/18/15 00:00,11/18/15 23:00
wrfout_d02_2015-11-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/19/15 00:00,11/19/15 23:00
wrfout_d02_2015-11-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/20/15 00:00,11/20/15 23:00
wrfout_d02_2015-11-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/21/15 00:00,11/21/15 23:00
wrfout_d02_2015-11-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/22/15 00:00,11/22/15 23:00
wrfout_d02_2015-11-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/23/15 00:00,11/23/15 23:00
wrfout_d02_2015-11-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/24/15 00:00,11/24/15 23:00
wrfout_d02_2015-11-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/25/15 00:00,11/25/15 23:00
wrfout_d02_2015-11-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/26/15 00:00,11/26/15 23:00
wrfout_d02_2015-11-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/27/15 00:00,11/27/15 23:00
wrfout_d02_2015-11-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/28/15 00:00,11/28/15 23:00
wrfout_d02_2015-11-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/29/15 00:00,11/29/15 23:00
wrfout_d02_2015-11-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,11/30/15 00:00,11/30/15 23:00
wrfout_d02_2015-12-01_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/1/15 00:00,12/1/15 23:00
wrfout_d02_2015-12-02_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/2/15 00:00,12/2/15 23:00
wrfout_d02_2015-12-03_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/3/15 00:00,12/3/15 23:00
wrfout_d02_2015-12-04_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/4/15 00:00,12/4/15 23:00
wrfout_d02_2015-12-05_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/5/15 00:00,12/5/15 23:00
wrfout_d02_2015-12-06_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/6/15 00:00,12/6/15 23:00
wrfout_d02_2015-12-07_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/7/15 00:00,12/7/15 23:00
wrfout_d02_2015-12-08_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/8/15 00:00,12/8/15 23:00
wrfout_d02_2015-12-09_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/9/15 00:00,12/9/15 23:00
wrfout_d02_2015-12-10_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/10/15 00:00,12/10/15 23:00
wrfout_d02_2015-12-11_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/11/15 00:00,12/11/15 23:00
wrfout_d02_2015-12-12_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/12/15 00:00,12/12/15 23:00
wrfout_d02_2015-12-13_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/13/15 00:00,12/13/15 23:00
wrfout_d02_2015-12-14_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/14/15 00:00,12/14/15 23:00
wrfout_d02_2015-12-15_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/15/15 00:00,12/15/15 23:00
wrfout_d02_2015-12-16_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/16/15 00:00,12/16/15 23:00
wrfout_d02_2015-12-17_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/17/15 00:00,12/17/15 23:00
wrfout_d02_2015-12-18_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/18/15 00:00,12/18/15 23:00
wrfout_d02_2015-12-19_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/19/15 00:00,12/19/15 23:00
wrfout_d02_2015-12-20_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/20/15 00:00,12/20/15 23:00
wrfout_d02_2015-12-21_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/21/15 00:00,12/21/15 23:00
wrfout_d02_2015-12-22_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/22/15 00:00,12/22/15 23:00
wrfout_d02_2015-12-23_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/23/15 00:00,12/23/15 23:00
wrfout_d02_2015-12-24_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/24/15 00:00,12/24/15 23:00
wrfout_d02_2015-12-25_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/25/15 00:00,12/25/15 23:00
wrfout_d02_2015-12-26_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/26/15 00:00,12/26/15 23:00
wrfout_d02_2015-12-27_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/27/15 00:00,12/27/15 23:00
wrfout_d02_2015-12-28_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/28/15 00:00,12/28/15 23:00
wrfout_d02_2015-12-29_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/29/15 00:00,12/29/15 23:00
wrfout_d02_2015-12-30_00:00:00,9/10/14 00:00,1/1/14 00:00,1/1/14 00:00,12/30/15 00:00,12/30/15 23:00
wrfout_d02_2015-12-31_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,12/31/15 00:00,12/31/15 23:00
wrfout_d02_2016-01-01_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/1/16 00:00,1/1/16 23:00
wrfout_d02_2016-01-02_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/2/16 00:00,1/2/16 23:00
wrfout_d02_2016-01-03_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/3/16 00:00,1/3/16 23:00
wrfout_d02_2016-01-04_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/4/16 00:00,1/4/16 23:00
wrfout_d02_2016-01-05_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/5/16 00:00,1/5/16 23:00
wrfout_d02_2016-01-06_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/6/16 00:00,1/6/16 23:00
wrfout_d02_2016-01-07_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/7/16 00:00,1/7/16 23:00
wrfout_d02_2016-01-08_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/8/16 00:00,1/8/16 23:00
wrfout_d02_2016-01-09_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/9/16 00:00,1/9/16 23:00
wrfout_d02_2016-01-10_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/10/16 00:00,1/10/16 23:00
wrfout_d02_2016-01-11_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/11/16 00:00,1/11/16 23:00
wrfout_d02_2016-01-12_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/12/16 00:00,1/12/16 23:00
wrfout_d02_2016-01-13_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/13/16 00:00,1/13/16 23:00
wrfout_d02_2016-01-14_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/14/16 00:00,1/14/16 23:00
wrfout_d02_2016-01-15_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/15/16 00:00,1/15/16 23:00
wrfout_d02_2016-01-16_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/16/16 00:00,1/16/16 23:00
wrfout_d02_2016-01-17_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/17/16 00:00,1/17/16 23:00
wrfout_d02_2016-01-18_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/18/16 00:00,1/18/16 23:00
wrfout_d02_2016-01-19_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/19/16 00:00,1/19/16 23:00
wrfout_d02_2016-01-20_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/20/16 00:00,1/20/16 23:00
wrfout_d02_2016-01-21_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/21/16 00:00,1/21/16 23:00
wrfout_d02_2016-01-22_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/22/16 00:00,1/22/16 23:00
wrfout_d02_2016-01-23_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/23/16 00:00,1/23/16 23:00
wrfout_d02_2016-01-24_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/24/16 00:00,1/24/16 23:00
wrfout_d02_2016-01-25_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/25/16 00:00,1/25/16 23:00
wrfout_d02_2016-01-26_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/26/16 00:00,1/26/16 23:00
wrfout_d02_2016-01-27_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/27/16 00:00,1/27/16 23:00
wrfout_d02_2016-01-28_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/28/16 00:00,1/28/16 23:00
wrfout_d02_2016-01-29_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/29/16 00:00,1/29/16 23:00
wrfout_d02_2016-01-30_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/30/16 00:00,1/30/16 23:00
wrfout_d02_2016-01-31_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,1/31/16 00:00,1/31/16 23:00
wrfout_d02_2016-02-01_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/1/16 00:00,2/1/16 23:00
wrfout_d02_2016-02-02_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/2/16 00:00,2/2/16 23:00
wrfout_d02_2016-02-03_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/3/16 00:00,2/3/16 23:00
wrfout_d02_2016-02-04_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/4/16 00:00,2/4/16 23:00
wrfout_d02_2016-02-05_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/5/16 00:00,2/5/16 23:00
wrfout_d02_2016-02-06_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/6/16 00:00,2/6/16 23:00
wrfout_d02_2016-02-07_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/7/16 00:00,2/7/16 23:00
wrfout_d02_2016-02-08_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/8/16 00:00,2/8/16 23:00
wrfout_d02_2016-02-09_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/9/16 00:00,2/9/16 23:00
wrfout_d02_2016-02-10_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/10/16 00:00,2/10/16 23:00
wrfout_d02_2016-02-11_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/11/16 00:00,2/11/16 23:00
wrfout_d02_2016-02-12_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/12/16 00:00,2/12/16 23:00
wrfout_d02_2016-02-13_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/13/16 00:00,2/13/16 23:00
wrfout_d02_2016-02-14_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/14/16 00:00,2/14/16 23:00
wrfout_d02_2016-02-15_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/15/16 00:00,2/15/16 23:00
wrfout_d02_2016-02-16_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/16/16 00:00,2/16/16 23:00
wrfout_d02_2016-02-17_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/17/16 00:00,2/17/16 23:00
wrfout_d02_2016-02-18_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/18/16 00:00,2/18/16 23:00
wrfout_d02_2016-02-19_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/19/16 00:00,2/19/16 23:00
wrfout_d02_2016-02-20_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/20/16 00:00,2/20/16 23:00
wrfout_d02_2016-02-21_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/21/16 00:00,2/21/16 23:00
wrfout_d02_2016-02-22_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/22/16 00:00,2/22/16 23:00
wrfout_d02_2016-02-23_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/23/16 00:00,2/23/16 23:00
wrfout_d02_2016-02-24_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/24/16 00:00,2/24/16 23:00
wrfout_d02_2016-02-25_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/25/16 00:00,2/25/16 23:00
wrfout_d02_2016-02-26_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/26/16 00:00,2/26/16 23:00
wrfout_d02_2016-02-27_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/27/16 00:00,2/27/16 23:00
wrfout_d02_2016-02-28_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/28/16 00:00,2/28/16 23:00
wrfout_d02_2016-02-29_00:00:00,12/20/15 00:00,12/20/15 00:00,12/20/15 00:00,2/29/16 00:00,2/29/16 23:00
wrfout_d02_2016-03-01_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/1/16 00:00,3/1/16 23:00
wrfout_d02_2016-03-02_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/2/16 00:00,3/2/16 23:00
wrfout_d02_2016-03-03_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/3/16 00:00,3/3/16 23:00
wrfout_d02_2016-03-04_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/4/16 00:00,3/4/16 23:00
wrfout_d02_2016-03-05_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/5/16 00:00,3/5/16 23:00
wrfout_d02_2016-03-06_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/6/16 00:00,3/6/16 23:00
wrfout_d02_2016-03-07_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/7/16 00:00,3/7/16 23:00
wrfout_d02_2016-03-08_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/8/16 00:00,3/8/16 23:00
wrfout_d02_2016-03-09_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/9/16 00:00,3/9/16 23:00
wrfout_d02_2016-03-10_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/10/16 00:00,3/10/16 23:00
wrfout_d02_2016-03-11_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/11/16 00:00,3/11/16 23:00
wrfout_d02_2016-03-12_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/12/16 00:00,3/12/16 23:00
wrfout_d02_2016-03-13_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/13/16 00:00,3/13/16 23:00
wrfout_d02_2016-03-14_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/14/16 00:00,3/14/16 23:00
wrfout_d02_2016-03-15_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/15/16 00:00,3/15/16 23:00
wrfout_d02_2016-03-16_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/16/16 00:00,3/16/16 23:00
wrfout_d02_2016-03-17_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/17/16 00:00,3/17/16 23:00
wrfout_d02_2016-03-18_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/18/16 00:00,3/18/16 23:00
wrfout_d02_2016-03-19_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/19/16 00:00,3/19/16 23:00
wrfout_d02_2016-03-20_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/20/16 00:00,3/20/16 23:00
wrfout_d02_2016-03-21_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/21/16 00:00,3/21/16 23:00
wrfout_d02_2016-03-22_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/22/16 00:00,3/22/16 23:00
wrfout_d02_2016-03-23_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/23/16 00:00,3/23/16 23:00
wrfout_d02_2016-03-24_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/24/16 00:00,3/24/16 23:00
wrfout_d02_2016-03-25_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/25/16 00:00,3/25/16 23:00
wrfout_d02_2016-03-26_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/26/16 00:00,3/26/16 23:00
wrfout_d02_2016-03-27_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/27/16 00:00,3/27/16 23:00
wrfout_d02_2016-03-28_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/28/16 00:00,3/28/16 23:00
wrfout_d02_2016-03-29_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/29/16 00:00,3/29/16 23:00
wrfout_d02_2016-03-30_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/30/16 00:00,3/30/16 23:00
wrfout_d02_2016-03-31_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,3/31/16 00:00,3/31/16 23:00
wrfout_d02_2016-04-01_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/1/16 00:00,4/1/16 23:00
wrfout_d02_2016-04-02_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/2/16 00:00,4/2/16 23:00
wrfout_d02_2016-04-03_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/3/16 00:00,4/3/16 23:00
wrfout_d02_2016-04-04_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/4/16 00:00,4/4/16 23:00
wrfout_d02_2016-04-05_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/5/16 00:00,4/5/16 23:00
wrfout_d02_2016-04-06_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/6/16 00:00,4/6/16 23:00
wrfout_d02_2016-04-07_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/7/16 00:00,4/7/16 23:00
wrfout_d02_2016-04-08_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/8/16 00:00,4/8/16 23:00
wrfout_d02_2016-04-09_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/9/16 00:00,4/9/16 23:00
wrfout_d02_2016-04-10_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/10/16 00:00,4/10/16 23:00
wrfout_d02_2016-04-11_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/11/16 00:00,4/11/16 23:00
wrfout_d02_2016-04-12_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/12/16 00:00,4/12/16 23:00
wrfout_d02_2016-04-13_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/13/16 00:00,4/13/16 23:00
wrfout_d02_2016-04-14_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/14/16 00:00,4/14/16 23:00
wrfout_d02_2016-04-15_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/15/16 00:00,4/15/16 23:00
wrfout_d02_2016-04-16_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/16/16 00:00,4/16/16 23:00
wrfout_d02_2016-04-17_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/17/16 00:00,4/17/16 23:00
wrfout_d02_2016-04-18_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/18/16 00:00,4/18/16 23:00
wrfout_d02_2016-04-19_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/19/16 00:00,4/19/16 23:00
wrfout_d02_2016-04-20_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/20/16 00:00,4/20/16 23:00
wrfout_d02_2016-04-21_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/21/16 00:00,4/21/16 23:00
wrfout_d02_2016-04-22_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/22/16 00:00,4/22/16 23:00
wrfout_d02_2016-04-23_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/23/16 00:00,4/23/16 23:00
wrfout_d02_2016-04-24_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/24/16 00:00,4/24/16 23:00
wrfout_d02_2016-04-25_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/25/16 00:00,4/25/16 23:00
wrfout_d02_2016-04-26_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/26/16 00:00,4/26/16 23:00
wrfout_d02_2016-04-27_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/27/16 00:00,4/27/16 23:00
wrfout_d02_2016-04-28_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/28/16 00:00,4/28/16 23:00
wrfout_d02_2016-04-29_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/29/16 00:00,4/29/16 23:00
wrfout_d02_2016-04-30_00:00:00,2/20/16 00:00,2/20/16 00:00,2/20/16 00:00,4/30/16 00:00,4/30/16 23:00
wrfout_d02_2016-05-01_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/1/16 00:00,5/1/16 23:00
wrfout_d02_2016-05-02_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/2/16 00:00,5/2/16 23:00
wrfout_d02_2016-05-03_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/3/16 00:00,5/3/16 23:00
wrfout_d02_2016-05-04_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/4/16 00:00,5/4/16 23:00
wrfout_d02_2016-05-05_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/5/16 00:00,5/5/16 23:00
wrfout_d02_2016-05-06_00:00:00,4/20/16 00:00,4/20/16 00:00,4/20/16 00:00,5/6/16 00:00,5/6/16 23:00
